ID,TARGET,units
2024-07-02_B0B69GN5KJ,0,0.393969755
2024-07-02_B09MR4G722,0,0.393969755
2024-07-02_B0B31V3PKG,0,0.393969755
2024-07-02_B0BDRQWBK9,0,0.393969755
2024-07-02_B0BG2PD396,0,0.393969755
2024-07-02_B0BSLWJKSX,0,138.2632088
2024-07-02_B0BG2T78CJ,0,155.2149743
2024-07-02_B0BG2Z8CY4,0,157.2933461
2024-07-02_B0BGDWGRQB,0,157.5481649
2024-07-02_B0BGDX2Z3L,0,157.579407
2024-07-02_B0BGDXM13S,0,157.5832374
2024-07-02_B0BGDXV7FD,0,157.583707
2024-07-02_B0BGDZLDX2,0,157.5837646
2024-07-02_B0BNKY8RQN,0,157.5837717
2024-07-02_B0BNKYZD2Z,0,157.5837725
2024-07-02_B0BNKZ88Z5,0,157.5837726
2024-07-02_B0BNKZ9BJR,0,157.5837727
2024-07-02_B0BNKZCWFL,0,157.5837727
2024-07-02_B0BNKZYHRX,0,157.5837727
2024-07-02_B0BNKXC5H1,0,157.5837727
2024-07-02_B0BNL7TJRT,0,157.5837727
2024-07-02_B0BNL1CG6X,0,157.5837727
2024-07-02_B0BRCXDHBX,0,157.5837727
2024-07-02_B0BRCXCXCV,0,157.5837727
2024-07-02_B0BRCW79VK,0,157.5837727
2024-07-02_B0BRCW2B64,0,157.5837727
2024-07-02_B0BRCXJ1F6,0,157.5837727
2024-07-02_B0BNL5BKMK,0,157.5837727
2024-07-02_B0BNL4L4K5,0,157.5837727
2024-07-02_B0BNL3YY1C,0,157.5837727
2024-07-02_B0BNL3J36Z,0,157.5837727
2024-07-02_B0BDRS6R5Z,0,157.5837727
2024-07-02_B0BNL11QD8,0,157.5837727
2024-07-02_B0BRCXJRX6,0,315.0360591
2024-07-02_B0BNL4S6MB,0,165.5074558
2024-07-02_B0BRCXQMS5,0,217.9231953
2024-07-02_B0CY5QQ49F,0,192.5464064
2024-07-02_B0BRCXXBG2,0,201.2539682
2024-07-02_B0BRCY8QMH,0,196.9421764
2024-07-02_B0BRCYJ33N,0,198.3861403
2024-07-02_B0BRCYJ4SR,0,197.6525657
2024-07-02_B0BRCYK4JK,0,197.8915182
2024-07-02_B0BRCYQNSW,0,197.7665334
2024-07-02_B0BRCYV77T,0,197.8059798
2024-07-02_B0BRDCBGFD,0,197.7846511
2024-07-02_B0BRDCJWJC,0,197.7911443
2024-07-02_B0BSLTV9FL,0,197.7874981
2024-07-02_B0BSLTZV4Z,0,197.7885633
2024-07-02_B0C9JLKFPZ,0,197.7879388
2024-07-02_B0BRCXQRC9,0,197.7881128
2024-07-02_B0CFV6V981,0,197.7880056
2024-07-02_B0BRCXP7VN,0,197.7880339
2024-07-02_B0CY5LR4VX,0,197.7880155
2024-07-02_B0CY5KFQBD,0,197.7880201
2024-07-02_B0CR4C98FS,0,0.007556354
2024-07-02_B0CR4BK4FW,0,-0.004097006
2024-07-02_B0CR4C5WXS,0,0.007585739
2024-07-02_B0CR4BG4ZW,0,-0.003170072
2024-07-02_B0CR49NR3B,0,0.004906749
2024-07-02_B0CR49N6MQ,0,-0.001108674
2024-07-02_B0CR49BQRS,0,0.003977811
2024-07-02_B0CQVLFPBQ,0,-0.000401289
2024-07-02_B0CR4BGLK5,0,0.003122082
2024-07-03_B09KDVXTP4,0,0.000349446
2024-07-03_B09KDXJJ6W,0,0.002610787
2024-07-03_B09KDW1YKQ,0,0.0007325
2024-07-03_B09KDTS4DC,0,0.002264972
2024-07-03_B09KDN7PYR,0,0.001031025
2024-07-03_B09KDR64LT,0,0.002032725
2024-07-03_B09KDQ2BWY,0,0.001212277
2024-07-03_B09KDPXYG3,0,0.001882018
2024-07-03_B09KDNYCYR,0,0.001338367
2024-07-03_B09KDTHJ6V,0,0.001780126
2024-07-03_B09KDYY3SB,0,0.001419937
2024-07-03_B09KTF8ZDQ,0,0.001713595
2024-07-03_B09KDZQJ6P,0,0.00147465
2024-07-03_B09KSXP3HN,0,0.001669025
2024-07-03_B09KSYL73R,0,0.001510734
2024-07-03_B09KT5HMNY,0,0.001639681
2024-07-03_B09KTFXX6L,0,11.23718909
2024-07-03_B09KTJRHC7,0,12.9780219
2024-07-03_B09KTMKDKJ,0,14.55147074
2024-07-03_B09KTMLQ1N,0,15.97362985
2024-07-03_B09MR2FY5D,0,17.259046
2024-07-03_B09MR2MLZH,0,18.42086724
2024-07-03_B09MR36MLJ,0,19.47097744
2024-07-03_B09MR3XT5G,0,20.42011779
2024-07-03_B09KDLQ2GW,0,21.27799672
2024-07-03_B09MR3Y296,0,22.05338916
2024-07-03_B0B31VFJ6Q,0,22.75422633
2024-07-03_B09MR4G722,0,23.38767683
2024-07-03_B09MR3RSW8,0,23.96022002
2024-07-03_B09X1F1L26,0,24.47771222
2024-07-03_B0B31SM3ZR,0,24.94544669
2024-07-03_B0B31R1ZBV,0,25.36820771
2024-07-03_B09X1JTK49,0,25.75031956
2024-07-03_B09X1HV1NL,0,26.09569071
2024-07-03_B09X1F8C23,0,26.40785385
2024-07-03_B09MR4Z3H8,0,26.69000199
2024-07-03_B09MR5WS3Y,0,26.94502112
2024-07-03_B09MR5Q6HJ,0,27.17551973
2024-07-03_B09MR56Q9N,0,27.38385551
2024-07-03_B09MR4Z3H9,0,27.57215947
2024-07-03_B0B31T1XMH,0,27.74235768
2024-07-03_B0B69B8R3C,0,27.89619105
2024-07-03_B0B31VTH56,0,8.986465409
2024-07-03_B0B31Y1FDZ,0,10.87756789
2024-07-03_B0B699PLXD,0,11.6625567
2024-07-03_B09MR4B13C,0,12.38592144
2024-07-03_B0B69C4GST,0,12.95542096
2024-07-03_B0B69DD2C7,0,13.54929341
2024-07-03_B0B69DK8JN,0,14.04077762
2024-07-03_B0B69FBGN1,0,14.54112067
2024-07-03_B0B69GN5KJ,0,14.96534295
2024-07-03_B0B69SF1BT,0,15.38813954
2024-07-03_B0BDRQWBK9,0,15.7533579
2024-07-03_B0BDRTZTGX,0,16.11134997
2024-07-03_B0BDRS6R5Z,0,16.4251306
2024-07-03_B0B31V3PKG,0,16.72873633
2024-07-03_B0BG2PD396,0,16.99790006
2024-07-03_B0BNKZKGFG,0,17.25570798
2024-07-03_B0BRCXDHBX,0,17.48631822
2024-07-03_B0BG2T78CJ,0,17.70545564
2024-07-03_B0BG2Z8CY4,0,17.90284833
2024-07-03_B0BGDWGRQB,0,18.08926244
2024-07-03_B0BGDX2Z3L,0,18.25809854
2024-07-03_B0BGDXM13S,0,18.41677408
2024-07-03_B0BGDXV7FD,0,18.56110256
2024-07-03_B0BGDZLDX2,0,18.69623279
2024-07-03_B0BNKYZD2Z,0,18.81955634
2024-07-03_B0BNKZ88Z5,0,62.99081414
2024-07-03_B0BNKZ9BJR,0,71.93821336
2024-07-03_B0BNKZCWFL,0,80.30906138
2024-07-03_B0BNL43XHH,0,88.14050993
2024-07-03_B0BNKXC5H1,0,95.46731675
2024-07-03_B0BNL11QD8,0,102.3219999
2024-07-03_B0BNL4Y2J9,0,108.7349819
2024-07-03_B0BRCW79VK,0,114.7347252
2024-07-03_B0BRCW2B64,0,120.3478579
2024-07-03_B0BNL7TJRT,0,125.5992924
2024-07-03_B0BNL5BKMK,0,130.5123357
2024-07-03_B0BRCXCXCV,0,135.108793
2024-07-03_B0BNL4S6MB,0,139.4090646
2024-07-03_B0BNL3RDG4,0,143.4322358
2024-07-03_B0BNL3J36Z,0,147.1961625
2024-07-03_B0BRCXJ1F6,0,150.7175499
2024-07-03_B0BRDCJWJC,0,154.0120266
2024-07-03_B0CFV6V981,0,157.0942144
2024-07-03_B0BG2QXQ9V,0,159.9777925
2024-07-03_B0BRCXJRX6,0,162.6755591
2024-07-03_B0BRCXQMS5,0,165.1994874
2024-07-03_B0BRCXQRC9,0,167.5607792
2024-07-03_B0BRCXSTKW,0,89.96949091
2024-07-03_B0BRCXXBG2,0,100.8623722
2024-07-03_B0BRCY8QMH,0,118.7355478
2024-07-03_B0BRCYJ33N,0,128.1686328
2024-07-03_B0BRCXP7VN,0,139.8360049
2024-07-03_B0BRCYK4JK,0,139.3143582
2024-07-03_B0BRCYQNSW,0,142.5932848
2024-07-03_B0BRCYV77T,0,143.1733889
2024-07-03_B0BRDCBGFD,0,144.093996
2024-07-03_B0BRCYJ4SR,0,143.7506396
2024-07-03_B0C9JLKFPZ,0,144.1848881
2024-07-03_B0BSLWJKSX,0,144.0697218
2024-07-03_B0CY5LR4VX,0,144.1475547
2024-07-03_B0CY5KFQBD,0,144.079584
2024-07-03_B0CR4C98FS,0,144.1318349
2024-07-03_B0CR4C5WXS,0,144.0951438
2024-07-03_B0CY5QQ49F,0,144.1091064
2024-07-03_B0CR4BGLK5,0,144.0973469
2024-07-03_B0CR4BG4ZW,0,144.1043441
2024-07-03_B0CR49NR3B,0,144.0979505
2024-07-03_B0CR49N6MQ,0,144.1010489
2024-07-03_B0CR49BQRS,0,144.0989387
2024-07-03_B0CR4BK4FW,0,144.1001132
2024-07-04_B09KDW1YKQ,0,144.0991506
2024-07-04_B09KDVXTP4,0,144.0997459
2024-07-04_B09KDTS4DC,0,144.0993648
2024-07-04_B09KDTHJ6V,0,144.0995874
2024-07-04_B09KDPXYG3,0,144.0994365
2024-07-04_B09KDQ2BWY,0,164.8462415
2024-07-04_B09KDNYCYR,0,182.5169447
2024-07-04_B09KDN7PYR,0,199.05064
2024-07-04_B09MR3Y296,0,214.5204873
2024-07-04_B09KDR64LT,0,228.994939
2024-07-04_B09KDXJJ6W,0,242.5380432
2024-07-04_B09MR36MLJ,0,255.2097267
2024-07-04_B09KDZQJ6P,0,267.0660605
2024-07-04_B09KSXP3HN,0,278.1595074
2024-07-04_B09KSYL73R,0,288.539155
2024-07-04_B09KT5HMNY,0,298.2509321
2024-07-04_B09KTF8ZDQ,0,307.3378123
2024-07-04_B09KTFXX6L,0,315.8400041
2024-07-04_B09KTJRHC7,0,323.7951289
2024-07-04_B09KTMKDKJ,0,331.2383873
2024-07-04_B09KTMLQ1N,0,338.2027149
2024-07-04_B09MR2FY5D,0,344.7189281
2024-07-04_B09MR2MLZH,0,350.8158606
2024-07-04_B09MR4B13C,0,356.5204906
2024-07-04_B09KDYY3SB,0,361.8580605
2024-07-04_B09KDLQ2GW,0,366.8521886
2024-07-04_B0B69C4GST,0,371.5249733
2024-07-04_B0BDRS6R5Z,0,375.8970913
2024-07-04_B09MR3RSW8,0,379.9878886
2024-07-04_B09X1F8C23,0,383.8154668
2024-07-04_B0B31T1XMH,0,387.3967623
2024-07-04_B0B31SM3ZR,0,273.866195
2024-07-04_B0B31R1ZBV,0,278.5370769
2024-07-04_B09X1JTK49,0,243.0814879
2024-07-04_B09X1HV1NL,0,241.8707147
2024-07-04_B09MR4Z3H9,0,246.4505714
2024-07-04_B09X1F1L26,0,246.6857852
2024-07-04_B09MR5WS3Y,0,246.0955418
2024-07-04_B09MR5Q6HJ,0,246.0549551
2024-07-04_B09MR56Q9N,0,246.1308493
2024-07-04_B0B31VFJ6Q,0,246.13741
2024-07-04_B0B31V3PKG,0,246.1276743
2024-07-04_B0B31VTH56,0,246.126657
2024-07-04_B0B31Y1FDZ,0,246.1279029
2024-07-04_B0B699PLXD,0,246.1280562
2024-07-04_B0B69B8R3C,0,246.1278971
2024-07-04_B09MR4G722,0,246.1278745
2024-07-04_B0B69DD2C7,0,246.1278948
2024-07-04_B0B69DK8JN,0,246.1278981
2024-07-04_B0B69FBGN1,0,246.1278955
2024-07-04_B0B69GN5KJ,0,246.127895
2024-07-04_B0B69SF1BT,0,246.1278953
2024-07-04_B0BDRQWBK9,0,246.1278954
2024-07-04_B09MR4Z3H8,0,246.1278954
2024-07-04_B09MR3XT5G,0,246.1278954
2024-07-04_B0BDRTZTGX,0,246.1278954
2024-07-04_B0BG2PD396,0,246.1278954
2024-07-04_B0BRCXJRX6,0,246.1278954
2024-07-04_B0BNL11QD8,0,246.1278954
2024-07-04_B0BRCXJ1F6,0,0.036900811
2024-07-04_B0BGDWGRQB,0,0.04378176
2024-07-04_B0BGDX2Z3L,0,0.047455408
2024-07-04_B0BGDXM13S,0,0.04941672
2024-07-04_B0BGDXV7FD,0,0.050463838
2024-07-04_B0BGDZLDX2,0,0.051022881
2024-07-04_B0BNKXC5H1,0,0.051321346
2024-07-04_B0BNKYZD2Z,0,0.051480693
2024-07-04_B0BNKZ88Z5,0,0.051565766
2024-07-04_B0BNKZ9BJR,0,0.051611186
2024-07-04_B0BNKZCWFL,0,0.051635435
2024-07-04_B0BNKZKGFG,0,0.051648381
2024-07-04_B0BG2Z8CY4,0,0.051655292
2024-07-04_B0BNL3J36Z,0,0.051658983
2024-07-04_B0BNL5BKMK,0,0.051660953
2024-07-04_B0BRCXDHBX,0,0.051662004
2024-07-04_B0BRCXCXCV,0,0.051662566
2024-07-04_B0BRCW79VK,0,0.051662866
2024-07-04_B0BNL7TJRT,0,0.051663026
2024-07-04_B0BRCW2B64,0,0.051663111
2024-07-04_B0BNL4Y2J9,0,0.051663157
2024-07-04_B0BNL4S6MB,0,0.051663181
2024-07-04_B0BNL43XHH,0,16.6351209
2024-07-04_B0BSLWJKSX,0,18.99611031
2024-07-04_B0BRCXQMS5,0,19.33120081
2024-07-04_B0BNL3RDG4,0,19.37875953
2024-07-04_B0CY5QQ49F,0,19.38550945
2024-07-04_B0BG2QXQ9V,0,19.38646745
2024-07-04_B0BRCXP7VN,0,19.38660342
2024-07-04_B0BRCXQRC9,0,19.38662272
2024-07-04_B0BRCXSTKW,0,19.38662545
2024-07-04_B0BRCXXBG2,0,19.38662584
2024-07-04_B0BRCY8QMH,0,19.3866259
2024-07-04_B0BRCYJ33N,0,19.38662591
2024-07-04_B0BG2T78CJ,0,19.38662591
2024-07-04_B0BRCYK4JK,0,19.38662591
2024-07-04_B0BRCYQNSW,0,19.38662591
2024-07-04_B0BRCYV77T,0,19.38662591
2024-07-04_B0BRDCBGFD,0,19.38662591
2024-07-04_B0BRCYJ4SR,0,19.38662591
2024-07-04_B0C9JLKFPZ,0,19.38662591
2024-07-04_B0BRDCJWJC,0,19.38662591
2024-07-04_B0CY5KFQBD,0,19.38662591
2024-07-04_B0CR4C98FS,0,19.38662591
2024-07-04_B0CR4C5WXS,0,19.38662591
2024-07-04_B0CR4BK4FW,0,19.38662591
2024-07-04_B0CY5LR4VX,0,19.38662591
2024-07-04_B0CR4BG4ZW,0,19.38662591
2024-07-04_B0CR49NR3B,0,71.86703433
2024-07-04_B0CR49N6MQ,0,82.64845134
2024-07-04_B0CR49BQRS,0,87.89869736
2024-07-04_B0CFV6V981,0,89.76821749
2024-07-04_B0CR4BGLK5,0,90.89090291
2024-07-05_B09KDW1YKQ,0,91.72624895
2024-07-05_B09KDVXTP4,0,92.45140721
2024-07-05_B09KDTS4DC,0,93.11282005
2024-07-05_B09KDTHJ6V,0,93.72673558
2024-07-05_B09KDPXYG3,0,94.29956372
2024-07-05_B09KDQ2BWY,0,94.83493624
2024-07-05_B0BG2PD396,0,95.33555235
2024-07-05_B09KDN7PYR,0,95.80374038
2024-07-05_B09MR3Y296,0,96.24162143
2024-07-05_B09KDR64LT,0,96.65116321
2024-07-05_B09KDXJJ6W,0,97.0342015
2024-07-05_B09MR36MLJ,0,97.39245195
2024-07-05_B09KDZQJ6P,0,97.7275188
2024-07-05_B09KSXP3HN,0,98.0409024
2024-07-05_B09KSYL73R,0,98.33400593
2024-07-05_B09KT5HMNY,0,98.6081418
2024-07-05_B09KTF8ZDQ,0,98.86453746
2024-07-05_B09KTFXX6L,0,99.10434094
2024-07-05_B09KTJRHC7,0,99.32862597
2024-07-05_B09KTMKDKJ,0,99.53839681
2024-07-05_B09KTMLQ1N,0,99.7345927
2024-07-05_B09MR2FY5D,0,99.91809212
2024-07-05_B09MR2MLZH,0,100.0897167
2024-07-05_B09MR4B13C,0,141.1485865
2024-07-05_B09KDYY3SB,0,165.7191027
2024-07-05_B09KDNYCYR,0,192.0887364
2024-07-05_B0BDRS6R5Z,0,200.5248098
2024-07-05_B09MR4G722,0,206.120686
2024-07-05_B09MR3RSW8,0,208.4152012
2024-07-05_B09X1F8C23,0,209.690484
2024-07-05_B0B31T1XMH,0,210.2716159
2024-07-05_B0B31SM3ZR,0,210.5723834
2024-07-05_B0B31R1ZBV,0,210.7156982
2024-07-05_B09X1JTK49,0,210.7877218
2024-07-05_B09X1HV1NL,0,210.8226909
2024-07-05_B09MR5WS3Y,0,210.8400512
2024-07-05_B09X1F1L26,0,210.8485466
2024-07-05_B0B31VFJ6Q,0,210.8527427
2024-07-05_B09MR5Q6HJ,0,210.8548028
2024-07-05_B09MR56Q9N,0,210.8558182
2024-07-05_B09MR4Z3H9,0,210.8563174
2024-07-05_B0B31V3PKG,0,210.8565632
2024-07-05_B0B31VTH56,0,210.8566841
2024-07-05_B0B31Y1FDZ,0,210.8567436
2024-07-05_B0B699PLXD,0,210.8567729
2024-07-05_B0B69B8R3C,0,210.8567873
2024-07-05_B0B69C4GST,0,210.8567944
2024-07-05_B0B69DD2C7,0,210.8567979
2024-07-05_B0B69DK8JN,0,210.8567997
2024-07-05_B0B69FBGN1,0,210.8568005
2024-07-05_B09KDLQ2GW,0,210.8568009
2024-07-05_B0B69SF1BT,0,239.0904562
2024-07-05_B0BDRQWBK9,0,244.1742175
2024-07-05_B09MR4Z3H8,0,248.4734671
2024-07-05_B09MR3XT5G,0,252.1092687
2024-07-05_B0BRCXSTKW,0,255.1840036
2024-07-05_B0B69GN5KJ,0,257.7842542
2024-07-05_B0BRCXJRX6,0,259.9832414
2024-07-05_B0BNL11QD8,0,261.8428871
2024-07-05_B0BRCXJ1F6,0,263.4155575
2024-07-05_B0BGDWGRQB,0,264.7455379
2024-07-05_B0BGDX2Z3L,0,265.8702795
2024-07-05_B0BGDXM13S,0,266.8214541
2024-07-05_B0BGDXV7FD,0,267.6258462
2024-07-05_B0BGDZLDX2,0,268.3061067
2024-07-05_B0BNKXC5H1,0,268.8813914
2024-07-05_B0BNKYZD2Z,0,269.3678997
2024-07-05_B0BNKZ88Z5,0,269.7793315
2024-07-05_B0BNKZ9BJR,0,270.1272722
2024-07-05_B0BNKZCWFL,0,270.4215198
2024-07-05_B0BNKZKGFG,0,270.6703599
2024-07-05_B0BG2Z8CY4,0,270.8807997
2024-07-05_B0BNL3J36Z,0,271.058765
2024-07-05_B0BNL5BKMK,0,271.2092672
2024-07-05_B0BRCXDHBX,0,271.3365443
2024-07-05_B0BRCXCXCV,0,271.4441804
2024-07-05_B0BRCW79VK,0,271.5352064
2024-07-05_B0BNL7TJRT,0,271.6121855
2024-07-05_B0BRCW2B64,0,617.6606141
2024-07-05_B0BNL4Y2J9,0,1182.345769
2024-07-05_B0BDRTZTGX,0,723.6389064
2024-07-05_B0BNL43XHH,0,1096.257141
2024-07-05_B0BSLWJKSX,0,793.5706974
2024-07-05_B0BRCXQMS5,0,1039.449924
2024-07-05_B0BNL4S6MB,0,839.7165192
2024-07-05_B0CY5QQ49F,0,1001.964601
2024-07-05_B0BG2T78CJ,0,870.166717
2024-07-05_B0BRCXP7VN,0,977.2291986
2024-07-05_B0BRCXQRC9,0,890.2598589
